"date","countrycode2","population","cases","deaths","cases_prev_week","deaths_prev_week","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases","p_cases_contagious","p_cases_active"
"2020/11/02","MH",58791,1,0,1,0,1,0,1,NA,1.70094062016295e-05,1.70094062016295e-05,1.70094062016295e-05,NA
"2020/11/09","MH",58791,0,0,1,0,1,0,1,NA,1.70094062016295e-05,0,1.70094062016295e-05,NA
"2020/11/16","MH",58791,0,0,1,0,1,0,1,NA,1.70094062016295e-05,0,1.70094062016295e-05,NA
"2020/11/23","MH",58791,3,0,4,0,4,0,4,NA,6.8037624806518e-05,5.10282186048885e-05,6.8037624806518e-05,NA
"2020/11/30","MH",58791,0,0,4,0,4,0,4,NA,6.8037624806518e-05,0,6.8037624806518e-05,NA
"2020/12/07","MH",58791,0,0,4,0,4,0,4,NA,6.8037624806518e-05,0,6.8037624806518e-05,NA
"2020/12/14","MH",58791,0,0,4,0,4,0,4,NA,6.8037624806518e-05,0,6.8037624806518e-05,NA
"2020/12/21","MH",58791,0,0,3,0,4,0,4,NA,6.8037624806518e-05,0,6.8037624806518e-05,NA
"2020/12/28","MH",58791,0,0,3,0,4,0,4,NA,6.8037624806518e-05,0,6.8037624806518e-05,NA
"2021/01/04","MH",58791,0,0,3,0,4,0,4,NA,6.8037624806518e-05,0,6.8037624806518e-05,NA
"2021/01/11","MH",58791,0,0,0,0,4,0,4,NA,6.8037624806518e-05,0,6.8037624806518e-05,NA
"2021/01/18","MH",58791,0,0,0,0,4,0,4,NA,6.8037624806518e-05,0,6.8037624806518e-05,NA
