"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-10",-3,3,-11,4,-3,5
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-11",0,10,-9,11,-3,5
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-12",-11,2,-10,9,-12,9
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-13",-21,-4,-35,-8,-5,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-14",-23,-6,-23,-19,-7,9
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-15",-28,-9,-19,-19,-19,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-16",-29,-13,-18,-18,-22,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-17",-32,-14,-24,-20,-24,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-18",-31,-14,-20,-14,-25,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-19",-28,-10,-26,-13,-23,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-20",-32,-14,-33,-11,-12,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-21",-27,-10,-25,-2,-15,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-22",-50,-37,-43,-45,-41,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-23",-44,-29,-32,-26,-31,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-24",-43,-26,-40,-30,-33,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-25",-42,-26,-36,-18,-31,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-26",-43,-26,-37,-27,-31,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-27",-45,-29,-50,-36,-23,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-28",-48,-29,-38,-16,-24,17
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-29",-46,-30,-38,-18,-32,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-30",-49,-33,-34,-25,-35,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-03-31",-48,-32,-36,-16,-34,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-01",-48,-32,-40,-14,-34,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-02",-50,-34,-40,-16,-34,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-03",-51,-34,-50,-21,-25,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-04",-52,-29,-37,-10,-27,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-05",-51,-30,-32,-21,-35,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-06",-53,-32,-28,-7,-36,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-07",-57,-35,-38,-25,-38,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-08",-57,-37,-30,-22,-38,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-09",-57,-34,-36,-30,-37,24
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-10",-56,-32,-50,-21,-26,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-11",-52,-25,-37,-14,-29,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-12",-51,-28,-31,-25,-37,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-13",-53,-33,-26,-25,-38,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-14",-55,-33,-34,-23,-37,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-15",-56,-33,-28,-22,-37,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-16",-57,-37,-37,-24,-35,24
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-17",-58,-37,-47,-16,-26,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-18",-56,-36,-37,-15,-28,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-19",-54,-36,-30,-22,-35,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-20",-54,-35,-22,-23,-35,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-21",-52,-32,-31,-15,-35,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-22",-50,-30,-19,-12,-34,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-23",-49,-28,-30,-11,-35,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-24",-59,-39,-47,-28,-32,26
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-25",-60,-36,-34,-20,-33,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-26",-58,-38,-30,-25,-40,25
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-27",-59,-42,-24,-21,-41,25
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-28",-59,-40,-29,-23,-41,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-29",-60,-42,-23,-21,-41,25
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-04-30",-60,-42,-30,-29,-39,26
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-01",-58,-40,-50,-34,-29,25
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-02",-57,-38,-34,-27,-32,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-03",-56,-39,-33,-29,-41,24
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-04",-57,-41,-29,-30,-41,24
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-05",-58,-38,-37,-32,-42,25
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-06",-58,-39,-34,-31,-42,27
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-07",-55,-37,-38,-30,-38,27
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-08",-50,-30,-49,-23,-27,26
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-09",-42,-17,-35,-13,-28,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-10",-47,-25,-39,-25,-43,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-11",-85,-80,-54,-74,-61,35
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-12",-85,-77,-58,-71,-61,35
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-13",-84,-73,-60,-66,-58,35
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-14",-84,-73,-62,-67,-58,36
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-15",-83,-72,-66,-68,-47,34
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-16",-82,-70,-64,-66,-51,32
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-17",-82,-69,-63,-68,-57,34
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-18",-83,-70,-57,-65,-57,34
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-19",-82,-69,-61,-70,-58,34
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-20",-82,-68,-55,-66,-57,35
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-21",-81,-68,-63,-73,-58,37
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-22",-80,-66,-70,-66,-46,34
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-23",-80,-64,-59,-61,-50,32
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-24",-84,-77,-68,-70,-60,33
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-25",-81,-68,-60,-68,-58,33
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-26",-81,-65,-59,-68,-58,33
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-27",-80,-65,-59,-63,-54,33
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-28",-81,-67,-60,-65,-55,35
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-29",-81,-69,-69,-67,-44,33
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-30",-81,-68,-62,-60,-51,32
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-05-31",-53,-38,-46,-37,-32,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-01",-50,-38,-43,-30,-34,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-02",-49,-36,-43,-32,-33,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-03",-47,-36,-39,-30,-35,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-04",-49,-39,-46,-36,-32,24
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-05",-51,-40,-56,-27,-23,25
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-06",-49,-36,-49,-21,-24,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-07",-48,-36,-40,-32,-33,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-08",-49,-40,-42,-29,-33,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-09",-49,-36,-47,-32,-33,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-10",-47,-35,-35,-22,-33,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-11",-48,-36,-49,-28,-31,24
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-12",-51,-38,-54,-26,-21,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-13",-47,-34,-44,-20,-23,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-14",-47,-36,-43,-28,-30,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-15",-48,-38,-40,-30,-31,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-16",-50,-38,-44,-28,-30,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-17",-50,-39,-40,-25,-31,23
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-18",-50,-37,-43,-28,-29,24
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-19",-51,-40,-58,-24,-21,24
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-20",-48,-35,-44,-17,-23,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-21",-44,-33,-44,-29,-29,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-22",-44,-32,-38,-24,-30,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-23",-43,-29,-37,-24,-30,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-24",-43,-29,-36,-22,-29,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-25",-43,-27,-40,-27,-28,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-26",-45,-30,-53,-19,-17,22
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-27",-40,-26,-36,-14,-21,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-28",-41,-27,-37,-28,-27,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-29",-41,-30,-34,-25,-28,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-06-30",-31,-24,-32,-21,-26,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-01",-30,-25,-31,-18,-25,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-02",-31,-24,-39,-17,-25,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-03",-34,-26,-50,-15,-16,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-04",-29,-21,-29,-17,-19,16
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-05",-29,-24,-34,-24,-25,17
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-06",-29,-24,-28,-19,-25,17
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-07",-30,-23,-33,-19,-26,17
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-08",-30,-24,-29,-12,-25,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-09",-29,-24,-35,-12,-24,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-10",-33,-25,-47,-15,-15,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-11",-28,-20,-33,-6,-17,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-12",-28,-20,-32,-19,-24,16
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-13",-27,-24,-29,-16,-24,17
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-14",-30,-21,-32,-6,-24,16
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-15",-29,-23,-29,-16,-23,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-16",-31,-25,-34,-21,-22,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-17",-35,-26,-50,-17,-12,19
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-18",-27,-20,-32,-12,-15,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-19",-27,-20,-33,-19,-22,16
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-20",-27,-23,-32,-11,-22,17
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-21",-27,-20,-34,-4,-23,16
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-22",-31,-23,-32,-5,-24,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-23",-30,-21,-35,-17,-21,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-24",-32,-22,-42,-20,-13,18
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-25",-23,-16,-29,-7,-15,14
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-26",-23,-16,-28,-18,-22,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-27",-22,-18,-26,-10,-23,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-28",-19,-11,-28,-10,-24,14
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-29",-15,-7,-19,-1,-24,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-30",-25,-13,-28,-16,-37,21
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-07-31",-43,-28,-38,4,-17,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-01",-36,-23,-31,-10,-29,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-02",-30,-22,-27,-25,-34,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-03",-26,-21,-25,-20,-31,16
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-04",-27,-18,-23,-11,-24,14
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-05",-26,-17,-18,-12,-23,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-06",-27,-16,-24,-18,-22,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-07",-31,-21,-40,-15,-11,14
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-08",-25,-15,-26,-6,-15,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-09",-22,-14,-18,-10,-20,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-10",-23,-15,-24,-16,-23,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-11",-24,-14,-28,-7,-23,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-12",-26,-15,-20,-3,-21,14
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-13",-26,-18,-25,-9,-20,14
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-14",-30,-21,-39,-9,-14,15
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-15",-24,-16,-30,-8,-15,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-16",-26,-16,-23,-11,-20,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-17",NA,-19,NA,NA,-22,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-18",NA,-18,NA,NA,-21,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-19",NA,-16,NA,NA,-19,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-20",-27,-21,NA,NA,-31,16
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-21",NA,-21,NA,NA,-13,14
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-22",-23,-16,NA,NA,-15,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-23",-21,-15,NA,NA,-19,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-24",NA,-16,NA,NA,-20,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-25",NA,-13,NA,NA,-21,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-26",NA,-12,NA,NA,-18,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-27",NA,-11,NA,NA,-17,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-28",NA,-17,NA,NA,-13,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-29",NA,-12,NA,NA,-15,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-30",NA,-10,NA,NA,-18,8
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-08-31",NA,-11,NA,NA,-19,8
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-01",NA,-10,NA,NA,-20,9
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-02",NA,-11,NA,NA,-20,9
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-03",NA,-11,NA,NA,-18,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-04",NA,-14,NA,NA,-14,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-05",NA,-10,NA,NA,-16,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-06",NA,-12,NA,NA,-20,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-07",NA,-14,NA,NA,-22,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-08",NA,-13,NA,NA,-22,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-09",NA,-13,NA,NA,-22,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-10",NA,-12,NA,NA,-21,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-11",-17,-15,-13,-5,-18,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-12",-13,-11,-9,-10,-19,8
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-13",-15,-13,-13,-16,-22,9
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-14",-14,-15,-2,-12,-21,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-15",-15,-14,-6,-14,-22,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-16",-15,-14,0,-10,-21,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-17",-15,-16,-5,-9,-20,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-18",-17,-17,-19,-13,-19,13
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-19",-12,-11,-8,-1,-18,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-20",-15,-13,-13,-18,-21,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-21",-12,-12,6,-11,-22,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-22",-12,-11,-5,-5,-23,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-23",-10,-8,2,5,-22,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-24",-9,-5,-6,-1,-20,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-25",-12,-7,-13,9,-18,14
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-26",-7,-3,-8,13,-18,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-27",-10,-3,-11,6,-19,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-28",-8,-5,1,1,-22,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-29",-12,-6,-5,-3,-22,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-09-30",-28,-16,-10,-16,-44,20
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-01",-22,-14,-12,-19,-39,16
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-02",-17,-14,-26,-6,-22,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-03",-11,-7,-21,2,-22,8
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-04",-12,-7,-17,-5,-23,9
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-05",-10,-9,-5,-4,-25,9
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-06",-11,-8,-15,-9,-25,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-07",-12,-10,-5,-9,-22,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-08",-11,-10,-10,-11,-19,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-09",-13,-10,-7,8,-18,12
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-10",-10,-7,-13,-1,-18,10
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-11",-12,-9,-15,-10,-19,11
"KW","Kuwait","Al Jahra Governorate","","","KW_JA",NA,"2020-10-12",-11,-11,-6,-5,-21,12
