"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-04",-7,1,-18,-23,-4,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-05",-6,2,-12,-19,-2,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-06",-7,-2,6,-15,-3,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-07",-9,1,-7,-23,-3,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-08",-20,-4,-57,-38,-7,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-09",-9,-2,3,-18,-3,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-10",-10,-2,-35,-25,-5,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-11",-2,3,9,-11,-5,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-12",-3,5,7,-11,-3,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-13",-7,0,9,-15,-3,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-14",-17,-6,-53,-36,-9,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-15",-7,5,0,-17,-2,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-16",-6,-2,-14,-18,-3,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-17",-2,4,5,-12,-3,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-18",-3,4,11,-8,-2,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-19",7,7,12,2,-4,1
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-20",19,13,84,25,-52,16
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-21",3,11,64,15,-7,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-22",-3,8,27,8,-2,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-23",-2,-1,-3,-11,-3,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-24",1,3,6,-9,-4,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-25",2,7,27,-1,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-26",4,12,32,-1,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-27",-5,2,8,-13,-5,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-28",-12,2,-23,-35,-5,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-29",-29,-13,-56,-51,-9,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-30",-4,0,-15,-23,-6,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-03-31",-2,5,-10,-25,-5,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-01",-16,-3,-39,-33,-9,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-02",-11,4,8,-24,-7,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-03",-12,1,22,-24,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-04",-15,6,25,-31,-8,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-05",-19,5,3,-35,-8,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-06",-10,3,5,-27,-9,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-07",-12,3,1,-30,-10,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-08",-17,0,2,-32,-11,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-09",-19,0,-2,-34,-10,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-10",-21,-1,-5,-39,-11,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-11",-26,-1,-18,-52,-17,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-12",-32,-5,-40,-60,-15,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-13",-35,-18,-63,-53,-14,12
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-14",-16,3,-8,-39,-11,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-15",-17,5,7,-35,-12,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-16",-20,2,-15,-40,-12,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-17",-25,-2,-19,-47,-14,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-18",-44,-17,-69,-71,-23,16
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-19",-33,-1,-4,-52,-16,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-20",-29,-9,-47,-53,-16,12
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-21",-24,-2,-12,-43,-16,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-22",-26,-5,-13,-44,-18,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-23",-27,-3,-17,-45,-17,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-24",-29,-3,-20,-50,-18,13
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-25",-35,-7,-35,-62,-22,13
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-26",-37,-8,-35,-65,-20,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-27",-25,-7,-27,-52,-18,12
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-28",-19,0,-19,-49,-20,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-29",-21,-7,-8,-59,-59,19
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-04-30",-21,3,-14,-50,-26,13
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-01",-25,-2,-17,-56,-30,17
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-02",-37,-8,-38,-66,-26,14
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-03",-37,-7,-36,-67,-23,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-04",-18,-8,-26,-66,-71,28
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-05",-15,-2,-4,-61,-71,27
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-06",-27,-13,-43,-68,-70,28
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-07",-23,-1,-21,-48,-19,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-08",-27,-5,-12,-50,-20,13
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-09",-33,-9,-43,-64,-15,12
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-10",-30,-4,-53,-69,-20,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-11",-25,-6,-27,-48,-15,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-12",-21,-1,-18,-46,-16,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-13",-22,-3,-19,-45,-16,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-14",-22,-3,-17,-44,-15,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-15",-25,-4,-16,-49,-16,12
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-16",-32,-10,-67,-69,-21,13
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-17",-26,-2,-17,-58,-15,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-18",-21,-8,-28,-48,-13,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-19",-21,-4,-39,-48,-15,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-20",-19,1,-23,-45,-14,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-21",-21,-2,-29,-43,-13,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-22",-23,-6,-17,-46,-14,11
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-23",-24,-5,-34,-59,-16,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-24",-21,-1,-12,-52,-11,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-25",-16,-2,-21,-39,-11,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-26",-16,0,-27,-39,-11,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-27",-15,1,-13,-36,-11,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-28",-16,0,-14,-34,-10,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-29",-19,-3,-14,-38,-11,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-30",-18,0,-18,-46,-10,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-05-31",-18,0,-33,-50,-9,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-01",-17,-6,-28,-38,-7,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-02",-14,-1,-12,-33,-8,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-03",-17,-1,-10,-32,-9,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-04",-16,-1,-12,-32,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-05",-17,-3,-9,-30,-11,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-06",-18,-1,-14,-38,-13,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-07",-15,2,-7,-35,-10,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-08",-15,-5,-13,-30,-7,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-09",-13,0,-4,-25,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-10",-12,2,-7,-23,-8,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-11",-15,-4,-35,-31,-8,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-12",-15,-5,-18,-29,-11,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-13",-19,-7,-51,-47,-19,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-14",-14,-1,-42,-41,-11,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-15",-12,-1,-13,-28,-7,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-16",-9,2,-4,-22,-7,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-17",-11,-1,0,-19,-8,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-18",-14,-2,-22,-25,-7,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-19",-12,-6,-34,-28,-12,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-20",-6,7,26,-12,-9,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-21",-4,6,19,-10,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-22",-13,-8,-38,-26,-9,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-23",-8,0,-5,-19,-7,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-24",-10,-1,2,-15,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-25",-9,2,-9,-17,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-26",-7,-5,6,-15,-9,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-27",-3,2,38,-6,-12,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-28",-7,-5,-21,-27,-9,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-29",-4,-5,8,-15,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-06-30",-7,-5,-27,-28,-6,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-01",-7,-6,-20,-28,-6,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-02",-6,-3,16,-16,-5,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-03",-9,-9,-9,-24,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-04",-8,-7,-28,-37,-13,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-05",-6,-3,3,-30,-5,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-06",-11,-12,-37,-31,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-07",-5,-5,-16,-26,-8,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-08",-9,-10,-20,-29,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-09",-9,-8,-25,-28,-7,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-10",-7,-6,-8,-24,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-11",-7,-5,-11,-34,-13,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-12",-3,0,19,-22,-5,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-13",-7,-8,-17,-25,-6,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-14",-4,-6,-14,-25,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-15",-3,-4,-2,-20,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-16",-5,-3,2,-14,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-17",-8,-9,-18,-25,-10,7
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-18",-6,-5,-12,-34,-9,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-19",-6,-3,25,-23,-5,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-20",-5,-5,-6,-22,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-21",-2,-1,2,-17,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-22",3,1,8,-7,-6,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-23",27,9,67,10,-53,16
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-24",21,6,125,11,-57,19
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-25",-6,-5,0,-21,-20,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-26",-11,-7,-15,-24,-7,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-27",-5,-6,-8,-19,-7,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-28",0,-3,1,-19,-8,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-29",-3,-3,-1,-19,-8,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-30",-3,0,-1,-17,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-07-31",-8,-2,6,-20,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-01",-9,2,24,-17,-6,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-02",-7,4,39,-9,-4,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-03",-2,0,18,-13,-9,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-04",3,6,38,-6,-10,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-05",1,3,34,-4,-10,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-06",3,4,44,0,-10,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-07",0,2,55,3,-12,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-08",-4,6,55,3,-9,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-09",7,14,96,20,-6,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-10",32,13,157,34,-58,17
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-11",24,19,132,23,-29,8
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-12",25,22,120,28,-32,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-13",34,27,140,34,-52,14
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-14",22,17,164,30,-57,17
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-15",-2,6,80,11,-39,9
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-16",-8,3,43,-5,-14,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-17",2,0,NA,-6,-12,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-18",2,4,NA,-4,-10,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-19",-1,0,NA,-3,-9,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-20",0,3,NA,-3,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-21",-4,-4,NA,-2,-10,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-22",-8,-4,20,-14,-10,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-23",-5,-1,12,-17,-5,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-24",-3,-5,NA,-11,-7,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-25",0,1,NA,-8,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-26",-2,-1,NA,-6,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-27",-4,-1,NA,-10,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-28",-5,-3,NA,-7,-9,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-29",-4,2,48,-6,-9,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-30",-3,5,49,-3,-4,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-08-31",-6,-5,NA,-20,-5,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-01",-2,0,NA,-19,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-02",-5,-5,NA,-17,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-03",-6,-5,NA,-19,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-04",-4,-5,NA,-10,-9,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-05",-5,-1,19,-20,-11,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-06",-7,-3,-6,-32,-7,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-07",-10,-12,NA,-27,-9,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-08",-2,-2,NA,-14,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-09",-4,-5,NA,-10,-8,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-10",-1,1,NA,-8,-6,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-11",-1,-4,35,-5,-9,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-12",-2,-2,11,-22,-13,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-13",1,3,34,-4,-5,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-14",-1,-6,26,-9,-5,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-15",4,1,38,-5,-4,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-16",2,-3,29,-6,-6,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-17",-1,-4,28,-4,-5,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-18",2,-2,34,3,-9,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-19",6,7,55,9,-9,1
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-20",19,18,67,30,-4,1
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-21",61,24,250,85,-59,12
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-22",36,14,138,46,-56,14
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-23",-3,-2,-2,-10,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-24",-6,-6,-3,-19,-5,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-25",-7,-6,-8,-14,-8,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-26",-3,-2,-3,-23,-9,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-27",-3,0,21,-11,-2,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-28",3,-1,36,0,-6,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-29",4,2,31,-2,-4,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-09-30",5,3,40,-4,-4,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-01",-2,0,12,-13,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-02",-3,-5,31,-1,-7,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-03",1,2,52,-3,-10,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-04",0,5,38,2,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-05",-3,-5,22,-8,-5,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-06",0,-1,32,-3,-5,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-07",-2,-6,12,-5,-6,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-08",-9,-8,-25,-18,-6,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-09",-8,-10,-25,-18,-9,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-10",-16,-16,-47,-44,-19,10
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-11",-1,4,19,-16,-4,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-12",-2,-5,23,-9,-5,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-13",1,-1,33,-5,-4,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-14",0,-4,29,-2,-5,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-15",2,2,13,-5,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-16",3,-2,20,0,-8,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-17",-3,-6,-26,-20,-13,6
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-18",4,7,37,6,-4,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-19",-3,-9,-8,-8,-5,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-20",6,4,35,-1,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-21",4,-2,37,5,-5,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-22",0,0,10,-6,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-23",-1,-4,-11,-4,-8,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-24",8,8,70,12,-11,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-25",10,13,96,30,-4,0
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-26",3,-1,38,3,-4,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-27",4,1,40,3,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-28",4,-1,38,1,-5,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-29",1,1,47,3,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-30",0,0,31,3,-6,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-10-31",5,7,71,10,-7,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-01",6,12,75,22,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-02",9,2,26,-1,-6,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-03",28,8,122,15,-52,15
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-04",-2,-1,58,6,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-05",-1,2,52,2,-2,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-06",-3,-3,41,0,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-07",0,1,38,-11,-5,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-08",3,9,73,13,-4,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-09",-1,-4,45,0,-3,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-10",3,3,51,2,-3,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-11",1,1,57,5,-4,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-12",0,2,45,3,-3,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-13",-1,0,53,6,-6,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-14",4,6,77,5,-10,4
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-15",4,10,72,12,-4,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-16",-2,-1,42,-2,-4,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-17",1,-1,50,-1,-4,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-18",0,-2,46,2,-5,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-19",-1,-1,34,0,-3,2
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-20",1,0,13,-2,-12,5
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-21",1,5,66,3,-8,3
"JP","Japan","Yamanashi","","","JP_19",NA,"2020-11-22",9,12,96,21,-3,2
