"country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"LI","Liechtenstein","","","","",NA,"2020-04-07",NA,NA,NA,-30,-37,NA
"LI","Liechtenstein","","","","",NA,"2020-04-08",NA,NA,NA,-37,-36,NA
"LI","Liechtenstein","","","","",NA,"2020-04-09",NA,NA,NA,-35,-37,NA
"LI","Liechtenstein","","","","",NA,"2020-04-10",NA,NA,NA,-53,-79,NA
"LI","Liechtenstein","","","","",NA,"2020-04-11",NA,NA,NA,-29,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-04-12",NA,NA,NA,-30,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-04-13",NA,NA,NA,-55,-90,NA
"LI","Liechtenstein","","","","",NA,"2020-04-14",NA,NA,NA,-39,-38,NA
"LI","Liechtenstein","","","","",NA,"2020-04-15",NA,NA,NA,-34,-37,NA
"LI","Liechtenstein","","","","",NA,"2020-04-16",NA,NA,NA,-38,-40,NA
"LI","Liechtenstein","","","","",NA,"2020-04-17",NA,NA,NA,-28,-37,NA
"LI","Liechtenstein","","","","",NA,"2020-04-18",NA,NA,NA,-30,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-04-19",NA,NA,NA,-33,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-04-20",NA,NA,NA,-23,-35,NA
"LI","Liechtenstein","","","","",NA,"2020-04-21",NA,NA,NA,-36,-33,NA
"LI","Liechtenstein","","","","",NA,"2020-04-22",NA,NA,NA,-33,-32,NA
"LI","Liechtenstein","","","","",NA,"2020-04-23",NA,NA,NA,-34,-35,NA
"LI","Liechtenstein","","","","",NA,"2020-04-24",NA,NA,NA,-25,-36,NA
"LI","Liechtenstein","","","","",NA,"2020-04-25",NA,NA,NA,-31,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-04-26",NA,NA,NA,-41,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-04-27",NA,NA,NA,-13,-29,NA
"LI","Liechtenstein","","","","",NA,"2020-04-28",NA,NA,NA,-26,-29,NA
"LI","Liechtenstein","","","","",NA,"2020-04-29",NA,NA,NA,-33,-25,NA
"LI","Liechtenstein","","","","",NA,"2020-04-30",NA,NA,NA,-33,-28,NA
"LI","Liechtenstein","","","","",NA,"2020-05-01",NA,NA,NA,-66,-72,NA
"LI","Liechtenstein","","","","",NA,"2020-05-02",NA,NA,NA,-44,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-03",NA,NA,NA,-29,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-04",NA,NA,NA,-15,-29,NA
"LI","Liechtenstein","","","","",NA,"2020-05-05",NA,NA,NA,-36,-30,NA
"LI","Liechtenstein","","","","",NA,"2020-05-06",NA,NA,NA,-32,-25,NA
"LI","Liechtenstein","","","","",NA,"2020-05-07",NA,NA,NA,-18,-28,NA
"LI","Liechtenstein","","","","",NA,"2020-05-08",NA,NA,NA,-19,-28,NA
"LI","Liechtenstein","","","","",NA,"2020-05-09",NA,NA,NA,-22,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-10",NA,NA,NA,-31,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-11",NA,NA,NA,-25,-24,NA
"LI","Liechtenstein","","","","",NA,"2020-05-12",NA,NA,NA,-34,-23,NA
"LI","Liechtenstein","","","","",NA,"2020-05-13",NA,NA,NA,-29,-23,NA
"LI","Liechtenstein","","","","",NA,"2020-05-14",NA,NA,NA,-23,-24,NA
"LI","Liechtenstein","","","","",NA,"2020-05-15",-37,NA,NA,-15,-23,NA
"LI","Liechtenstein","","","","",NA,"2020-05-16",-46,NA,NA,-9,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-17",NA,NA,NA,-21,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-18",NA,NA,NA,-5,-22,NA
"LI","Liechtenstein","","","","",NA,"2020-05-19",NA,NA,NA,-15,-22,NA
"LI","Liechtenstein","","","","",NA,"2020-05-20",NA,NA,NA,-14,-20,NA
"LI","Liechtenstein","","","","",NA,"2020-05-21",NA,NA,NA,-39,-82,NA
"LI","Liechtenstein","","","","",NA,"2020-05-22",-36,NA,NA,-32,-55,NA
"LI","Liechtenstein","","","","",NA,"2020-05-23",NA,NA,NA,-39,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-24",NA,NA,NA,-29,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-25",NA,NA,NA,-15,-20,NA
"LI","Liechtenstein","","","","",NA,"2020-05-26",NA,NA,NA,-17,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-05-27",NA,NA,NA,-18,-18,NA
"LI","Liechtenstein","","","","",NA,"2020-05-28",NA,NA,NA,-24,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-05-29",-21,NA,NA,-11,-18,NA
"LI","Liechtenstein","","","","",NA,"2020-05-30",NA,NA,NA,-18,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-05-31",NA,NA,NA,-8,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-01",NA,NA,NA,-36,-82,NA
"LI","Liechtenstein","","","","",NA,"2020-06-02",NA,NA,NA,-10,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-06-03",NA,NA,NA,-17,-14,NA
"LI","Liechtenstein","","","","",NA,"2020-06-04",NA,NA,NA,-22,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-06-05",NA,NA,NA,-19,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-06-06",NA,NA,NA,-30,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-07",NA,NA,NA,-64,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-08",NA,NA,NA,-11,-18,NA
"LI","Liechtenstein","","","","",NA,"2020-06-09",NA,NA,NA,-18,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-06-10",NA,NA,NA,-24,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-06-11",NA,NA,NA,-55,-66,NA
"LI","Liechtenstein","","","","",NA,"2020-06-12",-23,NA,NA,-21,-43,NA
"LI","Liechtenstein","","","","",NA,"2020-06-13",NA,NA,NA,-26,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-14",NA,NA,NA,-55,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-15",NA,NA,NA,-4,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-06-16",NA,NA,NA,-9,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-06-17",NA,NA,NA,-21,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-06-18",NA,NA,NA,-13,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-06-19",NA,NA,NA,-9,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-06-20",NA,NA,NA,-19,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-21",NA,NA,NA,-27,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-22",NA,NA,NA,2,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-06-23",NA,NA,NA,-11,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-06-24",NA,NA,NA,-7,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-06-25",NA,NA,NA,-2,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-06-26",NA,NA,NA,-2,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-06-27",NA,NA,NA,-15,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-28",NA,NA,NA,-24,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-06-29",NA,NA,NA,-2,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-06-30",NA,NA,NA,2,-10,NA
"LI","Liechtenstein","","","","",NA,"2020-07-01",NA,NA,NA,-9,-10,NA
"LI","Liechtenstein","","","","",NA,"2020-07-02",NA,NA,NA,-5,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-07-03",NA,NA,NA,-1,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-07-04",NA,NA,NA,-10,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-07-05",NA,NA,NA,-17,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-07-06",NA,NA,NA,-4,-24,NA
"LI","Liechtenstein","","","","",NA,"2020-07-07",NA,NA,NA,-9,-23,NA
"LI","Liechtenstein","","","","",NA,"2020-07-08",NA,NA,NA,-16,-21,NA
"LI","Liechtenstein","","","","",NA,"2020-07-09",NA,NA,NA,-9,-25,NA
"LI","Liechtenstein","","","","",NA,"2020-07-10",NA,NA,NA,-17,-24,NA
"LI","Liechtenstein","","","","",NA,"2020-07-11",NA,NA,NA,-31,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-07-12",NA,NA,NA,-6,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-07-13",NA,NA,NA,-3,-30,NA
"LI","Liechtenstein","","","","",NA,"2020-07-14",NA,NA,NA,-16,-28,NA
"LI","Liechtenstein","","","","",NA,"2020-07-15",NA,NA,NA,-21,-26,NA
"LI","Liechtenstein","","","","",NA,"2020-07-16",NA,NA,NA,-28,-26,NA
"LI","Liechtenstein","","","","",NA,"2020-07-17",NA,NA,NA,-15,-28,NA
"LI","Liechtenstein","","","","",NA,"2020-07-18",NA,NA,NA,-14,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-07-19",NA,NA,NA,-13,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-07-20",NA,NA,NA,-8,-35,NA
"LI","Liechtenstein","","","","",NA,"2020-07-21",NA,NA,NA,-26,-33,NA
"LI","Liechtenstein","","","","",NA,"2020-07-22",NA,NA,NA,-19,-31,NA
"LI","Liechtenstein","","","","",NA,"2020-07-23",NA,NA,NA,-22,-32,NA
"LI","Liechtenstein","","","","",NA,"2020-07-24",NA,NA,NA,-16,-33,NA
"LI","Liechtenstein","","","","",NA,"2020-07-25",NA,NA,NA,-19,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-07-26",NA,NA,NA,-31,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-07-27",NA,NA,NA,-21,-43,NA
"LI","Liechtenstein","","","","",NA,"2020-07-28",NA,NA,NA,-32,-42,NA
"LI","Liechtenstein","","","","",NA,"2020-07-29",NA,NA,NA,-35,-41,NA
"LI","Liechtenstein","","","","",NA,"2020-07-30",NA,NA,NA,-25,-42,NA
"LI","Liechtenstein","","","","",NA,"2020-07-31",NA,NA,NA,-22,-44,NA
"LI","Liechtenstein","","","","",NA,"2020-08-01",NA,NA,NA,-20,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-08-02",NA,NA,NA,-39,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-08-03",NA,NA,NA,-26,-39,NA
"LI","Liechtenstein","","","","",NA,"2020-08-04",NA,NA,NA,-34,-39,NA
"LI","Liechtenstein","","","","",NA,"2020-08-05",NA,NA,NA,-25,-37,NA
"LI","Liechtenstein","","","","",NA,"2020-08-06",NA,NA,NA,-28,-39,NA
"LI","Liechtenstein","","","","",NA,"2020-08-07",NA,NA,NA,-22,-39,NA
"LI","Liechtenstein","","","","",NA,"2020-08-08",NA,NA,NA,-17,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-08-09",NA,NA,NA,-19,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-08-10",NA,NA,NA,-14,-30,NA
"LI","Liechtenstein","","","","",NA,"2020-08-11",NA,NA,NA,-24,-30,NA
"LI","Liechtenstein","","","","",NA,"2020-08-12",NA,NA,NA,-23,-28,NA
"LI","Liechtenstein","","","","",NA,"2020-08-13",NA,NA,NA,-18,-25,NA
"LI","Liechtenstein","","","","",NA,"2020-08-14",NA,NA,NA,-10,-27,NA
"LI","Liechtenstein","","","","",NA,"2020-08-15",NA,NA,NA,1,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-08-16",NA,NA,NA,-26,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-09-11",NA,NA,NA,-7,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-09-12",NA,NA,NA,1,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-09-13",NA,NA,NA,-11,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-09-14",NA,NA,NA,-1,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-09-15",NA,NA,NA,-9,-14,NA
"LI","Liechtenstein","","","","",NA,"2020-09-16",NA,NA,NA,-16,-9,NA
"LI","Liechtenstein","","","","",NA,"2020-09-17",NA,NA,NA,-13,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-09-18",NA,NA,NA,-13,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-09-19",NA,NA,NA,-10,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-09-20",NA,NA,NA,-18,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-09-21",NA,NA,NA,-8,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-09-22",NA,NA,NA,-15,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-09-23",NA,NA,NA,-17,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-09-24",NA,NA,NA,-11,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-09-25",NA,NA,NA,-12,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-09-26",NA,NA,NA,-34,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-09-27",NA,NA,NA,-13,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-09-28",NA,NA,NA,-7,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-09-29",NA,NA,NA,-15,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-09-30",NA,NA,NA,-10,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-10-01",NA,NA,NA,-19,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-10-02",NA,NA,NA,-12,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-10-03",NA,NA,NA,-26,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-10-04",NA,NA,NA,-32,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-10-05",NA,NA,NA,-20,-25,NA
"LI","Liechtenstein","","","","",NA,"2020-10-06",NA,NA,NA,-27,-25,NA
"LI","Liechtenstein","","","","",NA,"2020-10-07",NA,NA,NA,-31,-22,NA
"LI","Liechtenstein","","","","",NA,"2020-10-08",NA,NA,NA,-26,-23,NA
"LI","Liechtenstein","","","","",NA,"2020-10-09",NA,NA,NA,-23,-27,NA
"LI","Liechtenstein","","","","",NA,"2020-10-10",NA,NA,NA,-40,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-10-11",NA,NA,NA,-48,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-10-12",NA,NA,NA,-24,-25,NA
"LI","Liechtenstein","","","","",NA,"2020-10-13",NA,NA,NA,-26,-23,NA
"LI","Liechtenstein","","","","",NA,"2020-10-14",NA,NA,NA,-30,-19,NA
"LI","Liechtenstein","","","","",NA,"2020-10-15",NA,NA,NA,-28,-22,NA
"LI","Liechtenstein","","","","",NA,"2020-10-16",NA,NA,NA,-35,-23,NA
"LI","Liechtenstein","","","","",NA,"2020-10-17",NA,NA,NA,-33,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-10-18",NA,NA,NA,-39,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-10-19",NA,NA,NA,-9,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-10-20",NA,NA,NA,-18,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-10-21",NA,NA,NA,-25,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-10-22",NA,NA,NA,-22,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-10-23",NA,NA,NA,-18,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-10-24",NA,NA,NA,-41,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-10-25",NA,NA,NA,-25,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-10-26",NA,NA,NA,-28,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-10-27",NA,NA,NA,-25,-13,NA
"LI","Liechtenstein","","","","",NA,"2020-10-28",NA,NA,NA,-32,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-10-29",NA,NA,NA,-34,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-10-30",-32,NA,NA,-22,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-10-31",-44,NA,NA,-28,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-01",NA,NA,NA,-34,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-02",NA,NA,NA,-14,-21,NA
"LI","Liechtenstein","","","","",NA,"2020-11-03",NA,NA,NA,-31,-18,NA
"LI","Liechtenstein","","","","",NA,"2020-11-04",NA,NA,NA,-37,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-11-05",NA,NA,NA,-34,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-11-06",-36,NA,NA,-27,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-11-07",-43,NA,NA,-34,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-08",NA,NA,NA,-42,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-09",NA,NA,NA,-22,-20,NA
"LI","Liechtenstein","","","","",NA,"2020-11-10",NA,NA,NA,-33,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-11-11",NA,NA,NA,-33,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-11-12",NA,NA,NA,-27,-18,NA
"LI","Liechtenstein","","","","",NA,"2020-11-13",-34,NA,NA,-26,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-11-14",-45,NA,NA,-27,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-15",NA,NA,NA,-32,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-16",NA,NA,NA,-18,-18,NA
"LI","Liechtenstein","","","","",NA,"2020-11-17",NA,NA,NA,-24,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-11-18",NA,NA,NA,-33,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-11-19",NA,NA,NA,-34,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-11-20",-37,NA,NA,-29,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-11-21",-46,NA,NA,-41,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-22",NA,NA,NA,-43,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-23",NA,NA,NA,-24,-19,NA
"LI","Liechtenstein","","","","",NA,"2020-11-24",NA,NA,NA,-31,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-11-25",NA,NA,NA,-31,-14,NA
"LI","Liechtenstein","","","","",NA,"2020-11-26",NA,NA,NA,-35,-14,NA
"LI","Liechtenstein","","","","",NA,"2020-11-27",-36,NA,NA,-26,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-11-28",-41,NA,NA,-35,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-29",NA,NA,NA,-43,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-11-30",NA,NA,NA,-16,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-12-01",NA,NA,NA,-30,-15,NA
"LI","Liechtenstein","","","","",NA,"2020-12-02",NA,NA,NA,-31,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-12-03",NA,NA,NA,-32,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-12-04",NA,NA,NA,-25,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-12-05",NA,NA,NA,-47,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-12-06",NA,NA,NA,-38,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-12-07",NA,NA,NA,-21,-30,NA
"LI","Liechtenstein","","","","",NA,"2020-12-08",NA,NA,NA,-66,-66,NA
"LI","Liechtenstein","","","","",NA,"2020-12-09",NA,NA,NA,-31,-9,NA
"LI","Liechtenstein","","","","",NA,"2020-12-10",NA,NA,NA,-25,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-12-11",NA,NA,NA,-23,-11,NA
"LI","Liechtenstein","","","","",NA,"2020-12-12",NA,NA,NA,-19,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-12-13",NA,NA,NA,-28,NA,NA
"LI","Liechtenstein","","","","",NA,"2020-12-14",NA,NA,NA,-14,-16,NA
"LI","Liechtenstein","","","","",NA,"2020-12-15",NA,NA,NA,-26,-17,NA
"LI","Liechtenstein","","","","",NA,"2020-12-16",NA,NA,NA,-19,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-12-17",NA,NA,NA,-24,-12,NA
"LI","Liechtenstein","","","","",NA,"2020-12-18",NA,NA,NA,-16,-14,NA
