"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"ECU","South America","Ecuador","2020-07-12",67870,661,844.571,5047,16,38,3846.838,37.465,47.87,286.061,0.907,2.154,1.12,NA,NA,NA,NA,NA,NA,NA,NA,139271,1852,7.894,0.105,1934,0.11,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-13",68459,589,868.429,5063,16,34.571,3880.223,33.384,49.222,286.968,0.907,1.959,1.11,NA,NA,NA,NA,NA,NA,NA,NA,140602,1331,7.969,0.075,1986,0.113,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-14",69570,1111,903.571,5130,67,36.714,3943.194,62.971,51.214,290.766,3.798,2.081,1.1,NA,NA,NA,NA,NA,NA,NA,NA,142990,2388,8.105,0.135,2024,0.115,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-15",70329,759,1012,5158,28,40.714,3986.213,43.02,57.36,292.353,1.587,2.308,1.09,NA,NA,NA,NA,NA,NA,NA,NA,145207,2217,8.23,0.126,1998,0.113,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-16",71365,1036,1020.571,5207,49,43.857,4044.933,58.72,57.845,295.13,2.777,2.486,1.09,NA,NA,NA,NA,NA,NA,NA,NA,147993,2786,8.388,0.158,2112,0.12,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-17",72444,1079,1060.857,5250,43,44.429,4106.09,61.157,60.129,297.567,2.437,2.518,1.08,NA,NA,NA,NA,NA,NA,NA,NA,150361,2368,8.522,0.134,2221,0.126,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-18",73382,938,881.857,5282,32,35.857,4159.256,53.165,49.983,299.381,1.814,2.032,1.07,NA,NA,NA,NA,NA,NA,NA,NA,152448,2087,8.641,0.118,2147,0.122,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-19",74013,631,877.571,5313,31,38,4195.021,35.765,49.74,301.138,1.757,2.154,1.06,NA,NA,NA,NA,NA,NA,NA,NA,154150,1702,8.737,0.096,2126,0.121,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-20",74620,607,880.143,5318,5,36.429,4229.425,34.404,49.886,301.422,0.283,2.065,1.06,NA,NA,NA,NA,NA,NA,NA,NA,155768,1618,8.829,0.092,2167,0.123,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-21",76217,1597,949.571,5366,48,33.714,4319.942,90.517,53.821,304.142,2.721,1.911,1.07,NA,NA,NA,NA,NA,NA,NA,NA,159152,3384,9.021,0.192,2309,0.131,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-22",77257,1040,989.714,5418,52,37.143,4378.889,58.947,56.097,307.09,2.947,2.105,1.06,NA,NA,NA,NA,NA,NA,NA,NA,161443,2291,9.151,0.13,2319,0.131,NA,NA,"people tested",NA,NA,NA,NA,NA,79.63,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-23",78148,891,969,5439,21,33.143,4429.39,50.501,54.922,308.28,1.19,1.879,1.04,NA,NA,NA,NA,NA,NA,NA,NA,163598,2155,9.273,0.122,2229,0.126,NA,NA,"people tested",NA,NA,NA,NA,NA,81.02,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-24",79049,901,943.571,5468,29,31.143,4480.459,51.068,53.481,309.924,1.644,1.765,1.04,NA,NA,NA,NA,NA,NA,NA,NA,165712,2114,9.392,0.12,2193,0.124,NA,NA,"people tested",NA,NA,NA,NA,NA,78.24,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-25",80036,987,950.571,5507,39,32.143,4536.401,55.943,53.878,312.134,2.211,1.822,1.03,NA,NA,NA,NA,NA,NA,NA,NA,167782,2070,9.51,0.117,2191,0.124,NA,NA,"people tested",NA,NA,NA,NA,NA,78.24,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-26",80694,658,954.429,5515,8,28.857,4573.696,37.295,54.097,312.587,0.453,1.636,1.02,NA,NA,NA,NA,NA,NA,NA,NA,169605,1823,9.613,0.103,2208,0.125,NA,NA,"people tested",NA,NA,NA,NA,NA,78.24,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-27",81161,467,934.429,5532,17,30.571,4600.166,26.469,52.963,313.551,0.964,1.733,1.02,NA,NA,NA,NA,NA,NA,NA,NA,170731,1126,9.677,0.064,2138,0.121,NA,NA,"people tested",NA,NA,NA,NA,NA,78.24,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-28",82279,1118,866,5584,52,31.143,4663.533,63.368,49.084,316.498,2.947,1.765,1.03,NA,NA,NA,NA,NA,NA,NA,NA,174095,3364,9.868,0.191,2135,0.121,NA,NA,"people tested",NA,NA,NA,NA,NA,78.24,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-29",83193,914,848,5623,39,29.286,4715.338,51.805,48.064,318.709,2.211,1.66,1.03,NA,NA,NA,NA,NA,NA,NA,NA,176208,2113,9.987,0.12,2109,0.12,NA,NA,"people tested",NA,NA,NA,NA,NA,78.24,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-30",84370,1177,888.857,5657,34,31.143,4782.05,66.712,50.38,320.636,1.927,1.765,1.03,NA,NA,NA,NA,NA,NA,NA,NA,179093,2885,10.151,0.164,2214,0.125,NA,NA,"people tested",NA,NA,NA,NA,NA,78.24,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-07-31",85355,985,900.857,5702,45,33.429,4837.88,55.829,51.06,323.187,2.551,1.895,1.03,NA,NA,NA,NA,NA,NA,NA,NA,181594,2501,10.293,0.142,2269,0.129,NA,NA,"people tested",NA,NA,NA,NA,NA,78.24,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-01",86232,877,885.143,5736,34,32.714,4887.588,49.708,50.169,325.114,1.927,1.854,1.02,NA,NA,NA,NA,NA,NA,NA,NA,184045,2451,10.432,0.139,2323,0.132,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-02",86232,0,791.143,5736,0,31.571,4887.588,0,44.842,325.114,0,1.789,1.02,NA,NA,NA,NA,NA,NA,NA,NA,184923,878,10.481,0.05,2188,0.124,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-03",87041,809,840,5767,31,33.571,4933.441,45.854,47.611,326.871,1.757,1.903,1.04,NA,NA,NA,NA,NA,NA,NA,NA,186336,1413,10.561,0.08,2229,0.126,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-04",87963,922,812,5808,41,32,4985.7,52.259,46.024,329.195,2.324,1.814,1.06,NA,NA,NA,NA,NA,NA,NA,NA,188431,2095,10.68,0.119,2048,0.116,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-05",88866,903,810.429,5847,39,32,5036.881,51.182,45.935,331.405,2.211,1.814,1.07,NA,NA,NA,NA,NA,NA,NA,NA,190587,2156,10.802,0.122,2054,0.116,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-06",90537,1671,881,5877,30,31.429,5131.593,94.711,49.935,333.105,1.7,1.781,1.09,NA,NA,NA,NA,NA,NA,NA,NA,194349,3762,11.016,0.213,2179,0.124,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-07",91969,1432,944.857,5897,20,27.857,5212.758,81.165,53.554,334.239,1.134,1.579,1.09,NA,NA,NA,NA,NA,NA,NA,NA,197857,3508,11.214,0.199,2323,0.132,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-08",93572,1603,1048.571,5916,19,25.714,5303.615,90.857,59.433,335.316,1.077,1.457,1.08,NA,NA,NA,NA,NA,NA,NA,NA,202394,4537,11.472,0.257,2621,0.149,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-09",94459,887,1175.286,5922,6,26.571,5353.89,50.275,66.615,335.656,0.34,1.506,1.06,NA,NA,NA,NA,NA,NA,NA,NA,204729,2335,11.604,0.132,2829,0.16,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-10",94701,242,1094.286,5932,10,23.571,5367.606,13.716,62.024,336.223,0.567,1.336,1.04,NA,NA,NA,NA,NA,NA,NA,NA,205364,635,11.64,0.036,2718,0.154,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-11",95563,862,1085.714,5951,19,20.429,5416.464,48.858,61.538,337.3,1.077,1.158,1.04,NA,NA,NA,NA,NA,NA,NA,NA,207536,2172,11.763,0.123,2729,0.155,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-12",97110,1547,1177.714,5984,33,19.571,5504.147,87.683,66.752,339.17,1.87,1.109,1.05,NA,NA,NA,NA,NA,NA,NA,NA,211192,3656,11.97,0.207,2944,0.167,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-13",98343,1233,1115.143,6010,26,19,5574.033,69.886,63.206,340.644,1.474,1.077,1.04,NA,NA,NA,NA,NA,NA,NA,NA,214477,3285,12.156,0.186,2875,0.163,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-14",99409,1066,1062.857,6030,20,19,5634.453,60.42,60.242,341.777,1.134,1.077,1.03,NA,NA,NA,NA,NA,NA,NA,NA,217474,2997,12.326,0.17,2802,0.159,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-15",100688,1279,1016.571,6065,35,21.286,5706.947,72.493,57.619,343.761,1.984,1.206,1.02,NA,NA,NA,NA,NA,NA,NA,NA,221163,3689,12.535,0.209,2681,0.152,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-16",101542,854,1011.857,6070,5,21.143,5755.351,48.404,57.352,344.045,0.283,1.198,1,NA,NA,NA,NA,NA,NA,NA,NA,223842,2679,12.687,0.152,2730,0.155,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-17",101751,209,1007.143,6083,13,21.571,5767.197,11.846,57.084,344.781,0.737,1.223,0.99,NA,NA,NA,NA,NA,NA,NA,NA,224835,993,12.744,0.056,2782,0.158,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-18",102941,1190,1054,6105,22,22,5834.645,67.449,59.74,346.028,1.247,1.247,1,NA,NA,NA,NA,NA,NA,NA,NA,228038,3203,12.925,0.182,2929,0.166,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-19",104475,1534,1052.143,6146,41,23.143,5921.592,86.946,59.635,348.352,2.324,1.312,1,NA,NA,NA,NA,NA,NA,NA,NA,231883,3845,13.143,0.218,2956,0.168,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-20",105508,1033,1023.571,6200,54,27.143,5980.142,58.55,58.016,351.413,3.061,1.538,0.99,NA,NA,NA,NA,NA,NA,NA,NA,235401,3518,13.342,0.199,2989,0.169,NA,NA,"people tested",NA,NA,NA,NA,NA,76.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-21",106481,973,1010.286,6248,48,31.143,6035.291,55.149,57.262,354.134,2.721,1.765,0.98,NA,NA,NA,NA,NA,NA,NA,NA,238158,2757,13.499,0.156,2955,0.167,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-22",107089,608,914.429,6277,29,30.286,6069.752,34.461,51.829,355.777,1.644,1.717,0.97,NA,NA,NA,NA,NA,NA,NA,NA,239766,1608,13.59,0.091,2658,0.151,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-23",107769,680,889.571,6310,33,34.286,6108.294,38.542,50.42,357.648,1.87,1.943,0.97,NA,NA,NA,NA,NA,NA,NA,NA,242114,2348,13.723,0.133,2610,0.148,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-24",108289,520,934,6322,12,34.143,6137.767,29.473,52.939,358.328,0.68,1.935,0.97,NA,NA,NA,NA,NA,NA,NA,NA,243437,1323,13.798,0.075,2657,0.151,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-25",109030,741,869.857,6368,46,37.571,6179.767,42,49.303,360.935,2.607,2.13,0.98,NA,NA,NA,NA,NA,NA,NA,NA,245983,2546,13.942,0.144,2564,0.145,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-26",110549,1519,867.714,6410,42,37.714,6265.863,86.096,49.182,363.316,2.381,2.138,0.99,NA,NA,NA,NA,NA,NA,NA,NA,249452,3469,14.139,0.197,2510,0.142,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-27",111219,670,815.857,6471,61,38.714,6303.838,37.975,46.242,366.773,3.457,2.194,0.98,NA,NA,NA,NA,NA,NA,NA,NA,251532,2080,14.257,0.118,2304,0.131,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-28",112141,922,808.571,6504,33,36.571,6356.097,52.259,45.829,368.644,1.87,2.073,0.98,NA,NA,NA,NA,NA,NA,NA,NA,253976,2444,14.395,0.139,2260,0.128,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-29",112906,765,831,6537,33,37.143,6399.457,43.36,47.101,370.514,1.87,2.105,0.98,NA,NA,NA,NA,NA,NA,NA,NA,256212,2236,14.522,0.127,2349,0.133,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-30",113648,742,839.857,6555,18,35,6441.513,42.056,47.603,371.534,1.02,1.984,0.98,NA,NA,NA,NA,NA,NA,NA,NA,258266,2054,14.638,0.116,2307,0.131,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-08-31",113767,119,782.571,6556,1,33.429,6448.258,6.745,44.356,371.591,0.057,1.895,0.99,NA,NA,NA,NA,NA,NA,NA,NA,258893,627,14.674,0.036,2208,0.125,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-01",114309,542,754.143,6571,15,29,6478.978,30.72,42.744,372.441,0.85,1.644,1.01,NA,NA,NA,NA,NA,NA,NA,NA,260413,1520,14.76,0.086,2061,0.117,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-02",115457,1148,701.143,6619,48,29.857,6544.046,65.068,39.74,375.162,2.721,1.692,1.04,NA,NA,NA,NA,NA,NA,NA,NA,263241,2828,14.92,0.16,1970,0.112,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-03",116360,903,734.429,6648,29,25.286,6595.228,51.182,41.627,376.805,1.644,1.433,1.05,NA,NA,NA,NA,NA,NA,NA,NA,265640,2399,15.056,0.136,2015,0.114,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-04",117175,815,719.143,6674,26,24.286,6641.422,46.194,40.761,378.279,1.474,1.377,1.06,NA,NA,NA,NA,NA,NA,NA,NA,267992,2352,15.19,0.133,2002,0.113,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-05",118045,870,734.143,6724,50,26.714,6690.733,49.311,41.611,381.113,2.834,1.514,1.08,NA,NA,NA,NA,NA,NA,NA,NA,270618,2626,15.338,0.149,2058,0.117,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-06",118045,0,628.143,6724,0,24.143,6690.733,0,35.603,381.113,0,1.368,1.09,NA,NA,NA,NA,NA,NA,NA,NA,272981,2363,15.472,0.134,2102,0.119,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-07",110092,-7953,-525,10576,3852,574.286,6239.961,-450.772,-29.757,599.443,218.329,32.55,1.13,NA,NA,NA,NA,NA,NA,NA,NA,273730,749,15.515,0.042,2120,0.12,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-08",110757,665,-507.429,10627,51,579.429,6277.653,37.692,-28.761,602.333,2.891,32.842,1.16,NA,NA,NA,NA,NA,NA,NA,NA,275241,1511,15.601,0.086,2118,0.12,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-09",112166,1409,-470.143,10701,74,583.143,6357.514,79.861,-26.647,606.527,4.194,33.052,1.2,NA,NA,NA,NA,NA,NA,NA,NA,278939,3698,15.81,0.21,2243,0.127,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-10",113206,1040,-450.571,10749,48,585.857,6416.461,58.947,-25.538,609.248,2.721,33.206,1.21,NA,NA,NA,NA,NA,NA,NA,NA,281920,2981,15.979,0.169,2326,0.132,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-11",114732,1526,-349,10836,87,594.571,6502.954,86.493,-19.781,614.179,4.931,33.7,1.22,NA,NA,NA,NA,NA,NA,NA,NA,286756,4836,16.253,0.274,2681,0.152,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-12",116451,1719,-227.714,10864,28,591.429,6600.386,97.432,-12.907,615.766,1.587,33.522,1.22,NA,NA,NA,NA,NA,NA,NA,NA,290896,4140,16.488,0.235,2897,0.164,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-13",118594,2143,78.429,10903,39,597,6721.85,121.464,4.445,617.977,2.211,33.838,1.21,NA,NA,NA,NA,NA,NA,NA,NA,294328,3432,16.682,0.195,3050,0.173,NA,NA,"people tested",NA,NA,NA,NA,NA,73.61,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-14",118911,317,1259.857,10922,19,49.429,6739.817,17.967,71.408,619.054,1.077,2.802,1.17,NA,NA,NA,NA,NA,NA,NA,NA,295374,1046,16.742,0.059,3092,0.175,NA,NA,"people tested",NA,NA,NA,NA,NA,51.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-15",119553,642,1256.571,10963,41,48,6776.205,36.388,71.222,621.377,2.324,2.721,1.16,NA,NA,NA,NA,NA,NA,NA,NA,297387,2013,16.856,0.114,3164,0.179,NA,NA,"people tested",NA,NA,NA,NA,NA,51.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
"ECU","South America","Ecuador","2020-09-16",121525,1972,1337,10996,33,42.143,6887.977,111.772,75.781,623.248,1.87,2.389,1.16,NA,NA,NA,NA,NA,NA,NA,NA,302597,5210,17.151,0.295,3380,0.192,NA,NA,"people tested",NA,NA,NA,NA,NA,51.39,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752
