"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"RUS","Europe","Russia","2020-08-16",920719,4911,5000.143,15653,68,107.143,6309.127,33.652,34.263,107.26,0.466,0.734,0.96,NA,NA,NA,NA,NA,NA,NA,NA,32784478,250660,224.652,1.718,271188,1.858,0.018,54.2,"tests performed",NA,NA,NA,NA,NA,68.06,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-17",925558,4839,4965.571,15707,54,104.857,6342.285,33.159,34.026,107.631,0.37,0.719,0.96,NA,NA,NA,NA,NA,NA,NA,NA,32968759,184281,225.915,1.263,272225,1.865,0.018,54.8,"tests performed",NA,NA,NA,NA,NA,68.06,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-18",930276,4718,4940.714,15836,129,104.714,6374.615,32.33,33.856,108.514,0.884,0.718,0.96,NA,NA,NA,NA,NA,NA,NA,NA,33217468,248709,227.619,1.704,272815,1.869,0.018,55.2,"tests performed",NA,NA,NA,NA,NA,68.06,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-19",935066,4790,4903,15951,115,102.857,6407.438,32.823,33.597,109.302,0.788,0.705,0.96,NA,NA,NA,NA,NA,NA,NA,NA,33509273,291805,229.619,2,272996,1.871,0.018,55.7,"tests performed",NA,NA,NA,NA,NA,68.06,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-20",939833,4767,4867.286,16058,107,100.714,6440.103,32.665,33.353,110.036,0.733,0.69,0.96,NA,NA,NA,NA,NA,NA,NA,NA,33814105,304832,231.707,2.089,273007,1.871,0.018,56.1,"tests performed",NA,NA,NA,NA,NA,68.06,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-21",944671,4838,4841.857,16148,90,97.286,6473.255,33.152,33.178,110.652,0.617,0.667,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272755,1.869,0.018,56.3,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-22",949531,4860,4817.571,16268,120,97.571,6506.558,33.303,33.012,111.475,0.822,0.669,0.97,NA,NA,NA,NA,NA,NA,NA,NA,34447560,NA,236.048,NA,273392,1.873,0.018,56.7,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-23",954328,4797,4801.286,16341,73,98.286,6539.429,32.871,32.9,111.975,0.5,0.673,0.97,NA,NA,NA,NA,NA,NA,NA,NA,34695406,247846,237.746,1.698,272990,1.871,0.018,56.9,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-24",959016,4688,4779.714,16406,65,99.857,6571.553,32.124,32.752,112.42,0.445,0.684,0.97,NA,NA,NA,NA,NA,NA,NA,NA,34883220,187814,239.033,1.287,273494,1.874,0.017,57.2,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-25",963655,4639,4768.429,16524,118,98.286,6603.341,31.788,32.675,113.229,0.809,0.673,0.97,NA,NA,NA,NA,NA,NA,NA,NA,35128661,245441,240.715,1.682,273028,1.871,0.017,57.3,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-26",968297,4642,4747.286,16638,114,98.143,6635.15,31.809,32.53,114.01,0.781,0.673,0.98,NA,NA,NA,NA,NA,NA,NA,NA,35423783,295122,242.738,2.022,273501,1.874,0.017,57.6,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-27",972972,4675,4734.143,16758,120,100,6667.185,32.035,32.44,114.832,0.822,0.685,0.98,NA,NA,NA,NA,NA,NA,NA,NA,35751747,327964,244.985,2.247,276806,1.897,0.017,58.5,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-28",977730,4758,4722.714,16866,108,102.571,6699.788,32.604,32.362,115.572,0.74,0.703,0.99,NA,NA,NA,NA,NA,NA,NA,NA,36086182,334435,247.277,2.292,279336,1.914,0.017,59.1,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-29",982573,4843,4720.286,16977,111,101.286,6732.975,33.186,32.345,116.333,0.761,0.694,1,NA,NA,NA,NA,NA,NA,NA,NA,36426850,340668,249.611,2.334,282756,1.938,0.017,59.9,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-30",987470,4897,4734.571,17045,68,100.571,6766.531,33.556,32.443,116.799,0.466,0.689,1,NA,NA,NA,NA,NA,NA,NA,NA,36696382,269532,251.458,1.847,285854,1.959,0.017,60.4,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-08-31",992402,4932,4769.429,17128,83,103.143,6800.327,33.796,32.682,117.368,0.569,0.707,1.01,NA,NA,NA,NA,NA,NA,NA,NA,36901215,204833,252.862,1.404,288285,1.975,0.017,60.4,"tests performed",NA,NA,NA,NA,NA,54.17,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-01",997072,4670,4773.857,17250,122,103.714,6832.327,32.001,32.712,118.204,0.836,0.711,1.01,NA,NA,NA,NA,NA,NA,NA,NA,37176827,275612,254.75,1.889,292595,2.005,0.016,61.3,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-02",1001965,4893,4809.714,17365,115,103.857,6865.856,33.529,32.958,118.992,0.788,0.712,1.02,NA,NA,NA,NA,NA,NA,NA,NA,37484146,307319,256.856,2.106,294338,2.017,0.016,61.2,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-03",1006923,4958,4850.143,17479,114,103,6899.83,33.974,33.235,119.773,0.781,0.706,1.02,NA,NA,NA,NA,NA,NA,NA,NA,37818366,334220,259.146,2.29,295231,2.023,0.016,60.9,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-04",1011987,5064,4893.857,17598,119,104.571,6934.531,34.701,33.535,120.588,0.815,0.717,1.03,NA,NA,NA,NA,NA,NA,NA,NA,38154556,336190,261.45,2.304,295482,2.025,0.017,60.4,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-05",1017131,5144,4936.857,17707,109,104.286,6969.779,35.249,33.829,121.335,0.747,0.715,1.03,NA,NA,NA,NA,NA,NA,NA,NA,38488127,333571,263.736,2.286,294468,2.018,0.017,59.6,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-06",1022228,5097,4965.429,17768,61,103.286,7004.706,34.927,34.025,121.753,0.418,0.708,1.04,NA,NA,NA,NA,NA,NA,NA,NA,38758184,270057,265.586,1.851,294543,2.018,0.017,59.3,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-07",1027334,5106,4990.286,17818,50,98.571,7039.694,34.988,34.195,122.096,0.343,0.675,1.04,NA,NA,NA,NA,NA,NA,NA,NA,38960761,202577,266.974,1.388,294221,2.016,0.017,59,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-08",1032354,5020,5040.286,17939,121,98.429,7074.093,34.399,34.538,122.925,0.829,0.674,1.04,NA,NA,NA,NA,NA,NA,NA,NA,39289176,328415,269.225,2.25,301764,2.068,0.017,59.9,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-09",1037526,5172,5080.143,18080,141,102.143,7109.534,35.441,34.811,123.891,0.966,0.7,1.04,NA,NA,NA,NA,NA,NA,NA,NA,39575311,286135,271.186,1.961,298738,2.047,0.017,58.8,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-10",1042836,5310,5130.429,18207,127,104,7145.92,36.386,35.156,124.761,0.87,0.713,1.05,NA,NA,NA,NA,NA,NA,NA,NA,39912526,337215,273.496,2.311,299166,2.05,0.017,58.3,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-11",1048257,5421,5181.429,18309,102,101.571,7183.067,37.147,35.505,125.46,0.699,0.696,1.05,NA,NA,NA,NA,NA,NA,NA,NA,40268897,356371,275.938,2.442,302049,2.07,0.017,58.3,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-12",1053663,5406,5218.857,18426,117,102.714,7220.111,37.044,35.762,126.262,0.802,0.704,1.06,NA,NA,NA,NA,NA,NA,NA,NA,40624075,355178,278.372,2.434,305135,2.091,0.017,58.5,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-13",1059024,5361,5256.571,18517,91,107,7256.847,36.736,36.02,126.886,0.624,0.733,1.06,NA,NA,NA,NA,NA,NA,NA,NA,40903551,279476,280.287,1.915,306481,2.1,0.017,58.3,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-14",1064438,5414,5300.571,18573,56,107.857,7293.946,37.099,36.322,127.269,0.384,0.739,1.06,NA,NA,NA,NA,NA,NA,NA,NA,41122307,218756,281.786,1.499,308792,2.116,0.017,58.3,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-15",1069873,5435,5359.857,18723,150,112,7331.188,37.243,36.728,128.297,1.028,0.767,1.06,NA,NA,NA,NA,NA,NA,NA,NA,41424006,301699,283.853,2.067,304976,2.09,0.018,56.9,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-16",1075485,5612,5422.714,18853,130,110.429,7369.644,38.456,37.159,129.188,0.891,0.757,1.07,NA,NA,NA,NA,NA,NA,NA,NA,41748928,324922,286.08,2.226,310517,2.128,0.017,57.3,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-17",1081152,5667,5473.714,18996,143,112.714,7408.476,38.833,37.508,130.168,0.98,0.772,1.08,NA,NA,NA,NA,NA,NA,NA,NA,42095246,346318,288.453,2.373,311817,2.137,0.018,57,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-18",1086955,5803,5528.286,19128,132,117,7448.241,39.764,37.882,131.073,0.905,0.802,1.09,NA,NA,NA,NA,NA,NA,NA,NA,42457169,361923,290.933,2.48,312610,2.142,0.018,56.5,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-19",1092915,5960,5607.429,19270,142,120.571,7489.081,40.84,38.424,132.046,0.973,0.826,1.1,NA,NA,NA,NA,NA,NA,NA,NA,42821891,364722,293.432,2.499,313974,2.151,0.018,56,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-20",1098958,6043,5704.857,19349,79,118.857,7530.49,41.409,39.092,132.587,0.541,0.814,1.1,NA,NA,NA,NA,NA,NA,NA,NA,43103912,282021,295.365,1.933,314337,2.154,0.018,55.1,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-21",1105048,6090,5801.429,19420,71,121,7572.221,41.731,39.754,133.073,0.487,0.829,1.11,NA,NA,NA,NA,NA,NA,NA,NA,43341534,237622,296.993,1.628,317032,2.172,0.018,54.6,"tests performed",NA,NA,NA,NA,NA,38.89,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-22",1111157,6109,5897.714,19575,155,121.714,7614.082,41.861,40.413,134.136,1.062,0.834,1.12,NA,NA,NA,NA,NA,NA,NA,NA,43632541,291007,298.987,1.994,315505,2.162,0.019,53.5,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-23",1117487,6330,6000.286,19720,145,123.857,7657.458,43.376,41.116,135.129,0.994,0.849,1.14,NA,NA,NA,NA,NA,NA,NA,NA,43990409,357868,301.439,2.452,320212,2.194,0.019,53.4,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-24",1123976,6489,6117.714,19867,147,124.429,7701.923,44.465,41.921,136.136,1.007,0.853,1.15,NA,NA,NA,NA,NA,NA,NA,NA,44364566,374157,304.003,2.564,324189,2.221,0.019,53,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-25",1131088,7112,6304.714,19973,106,120.714,7750.657,48.734,43.202,136.863,0.726,0.827,1.17,NA,NA,NA,NA,NA,NA,NA,NA,44755362,390796,306.681,2.678,328313,2.25,0.019,52.1,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-26",1138509,7421,6513.429,20140,167,124.286,7801.509,50.852,44.633,138.007,1.144,0.852,1.19,NA,NA,NA,NA,NA,NA,NA,NA,45134435,379073,309.279,2.598,330363,2.264,0.02,50.7,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-27",1146273,7764,6759.286,20239,99,127.143,7854.711,53.202,46.317,138.686,0.678,0.871,1.21,NA,NA,NA,NA,NA,NA,NA,NA,45442774,308339,311.392,2.113,334123,2.29,0.02,49.4,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-28",1154299,8026,7035.857,20299,60,125.571,7909.708,54.997,48.212,139.097,0.411,0.86,1.22,NA,NA,NA,NA,NA,NA,NA,NA,45698673,255899,313.145,1.754,336734,2.307,0.021,47.9,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-29",1162428,8129,7324.429,20456,157,125.857,7965.411,55.703,50.19,140.173,1.076,0.862,1.22,NA,NA,NA,NA,NA,NA,NA,NA,46037660,338987,315.468,2.323,343588,2.354,0.021,46.9,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-09-30",1170799,8371,7616,20630,174,130,8022.773,57.361,52.188,141.365,1.192,0.891,1.23,NA,NA,NA,NA,NA,NA,NA,NA,46421834,384174,318.101,2.633,347346,2.38,0.022,45.6,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-01",1179634,8835,7951.143,20796,166,132.714,8083.314,60.541,54.484,142.502,1.137,0.909,1.24,NA,NA,NA,NA,NA,NA,NA,NA,46823879,402045,320.856,2.755,351330,2.407,0.023,44.2,"tests performed",NA,NA,NA,NA,NA,40.74,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-02",1188928,9294,8262.857,20981,185,144,8147,63.686,56.62,143.77,1.268,0.987,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356928,2.446,0.023,43.2,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-03",1198663,9735,8593.429,21153,172,144.714,8213.708,66.708,58.886,144.949,1.179,0.992,1.26,NA,NA,NA,NA,NA,NA,NA,NA,47683832,NA,326.748,NA,364200,2.496,0.024,42.4,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-04",1209039,10376,8966.571,21260,107,145.857,8284.808,71.1,61.442,145.682,0.733,0.999,1.26,NA,NA,NA,NA,NA,NA,NA,NA,48042343,358511,329.205,2.457,371367,2.545,0.024,41.4,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-05",1219796,10757,9356.714,21375,115,153.714,8358.519,73.711,64.116,146.47,0.788,1.053,1.27,NA,NA,NA,NA,NA,NA,NA,NA,48337992,295649,331.231,2.026,377046,2.584,0.025,40.3,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-06",1231277,11481,9835.571,21559,184,157.571,8437.192,78.672,67.397,147.731,1.261,1.08,1.26,NA,NA,NA,NA,NA,NA,NA,NA,48709857,371865,333.779,2.548,381742,2.616,0.026,38.8,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-07",1242258,10981,10208.429,21755,196,160.714,8512.438,75.246,69.952,149.074,1.343,1.101,1.25,NA,NA,NA,NA,NA,NA,NA,NA,49148954,439097,336.788,3.009,389589,2.67,0.026,38.2,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-08",1253603,11345,10567,21939,184,163.286,8590.178,77.74,72.409,150.335,1.261,1.119,1.25,NA,NA,NA,NA,NA,NA,NA,NA,49656873,507919,340.268,3.48,404713,2.773,0.026,38.3,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-09",1265572,11969,10949.143,22137,198,165.143,8672.194,82.016,75.028,151.691,1.357,1.132,1.25,NA,NA,NA,NA,NA,NA,NA,NA,50305243,648370,344.711,4.443,435912,2.987,0.025,39.8,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-10",1278245,12673,11368.857,22331,194,168.286,8759.035,86.84,77.904,153.021,1.329,1.153,1.25,NA,NA,NA,NA,NA,NA,NA,NA,50781349,476106,347.974,3.262,442502,3.032,0.026,38.9,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-11",1291687,13442,11806.857,22471,140,173,8851.145,92.11,80.905,153.98,0.959,1.185,1.24,NA,NA,NA,NA,NA,NA,NA,NA,51191309,409960,350.783,2.809,449852,3.083,0.026,38.1,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-12",1305093,13406,12185.286,22594,123,174.143,8943.008,91.863,83.498,154.823,0.843,1.193,1.23,NA,NA,NA,NA,NA,NA,NA,NA,51364269,172960,351.968,1.185,432325,2.962,0.028,35.5,"tests performed",NA,NA,NA,NA,NA,47.69,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-13",1318783,13690,12500.857,22834,240,182.143,9036.817,93.809,85.661,156.467,1.645,1.248,1.22,NA,NA,NA,NA,NA,NA,NA,NA,51801245,436976,354.962,2.994,441627,3.026,0.028,35.3,"tests performed",NA,NA,NA,NA,NA,44.91,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-14",1332824,14041,12938,23069,235,187.714,9133.031,96.214,88.656,158.078,1.61,1.286,1.21,NA,NA,NA,NA,NA,NA,NA,NA,52279734,478489,358.241,3.279,447254,3.065,0.029,34.6,"tests performed",NA,NA,NA,NA,NA,44.91,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-15",1346380,13556,13253.857,23350,281,201.571,9225.922,92.891,90.821,160.003,1.926,1.381,1.2,NA,NA,NA,NA,NA,NA,NA,NA,52782097,502363,361.684,3.442,446461,3.059,0.03,33.7,"tests performed",NA,NA,NA,NA,NA,44.91,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-16",1361317,14937,13677.857,23580,230,206.143,9328.277,102.354,93.726,161.579,1.576,1.413,1.2,NA,NA,NA,NA,NA,NA,NA,NA,53305957,523860,365.273,3.59,428673,2.937,0.032,31.3,"tests performed",NA,NA,NA,NA,NA,44.91,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-17",1376020,14703,13967.857,23857,277,218,9429.027,100.751,95.713,163.477,1.898,1.494,1.19,NA,NA,NA,NA,NA,NA,NA,NA,53850509,544552,369.005,3.731,438451,3.004,0.032,31.4,"tests performed",NA,NA,NA,NA,NA,44.91,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-18",1390824,14804,14162.429,24039,182,224,9530.47,101.443,97.046,164.725,1.247,1.535,1.18,NA,NA,NA,NA,NA,NA,NA,NA,54300208,449699,372.086,3.082,444128,3.043,0.032,31.4,"tests performed",NA,NA,NA,NA,NA,44.91,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
"RUS","Europe","Russia","2020-10-19",1406667,15843,14510.571,24205,166,230.143,9639.032,108.562,99.432,165.862,1.137,1.577,1.17,NA,NA,NA,NA,NA,NA,NA,NA,54675096,374888,374.655,2.569,472975,3.241,0.031,32.6,"tests performed",NA,NA,NA,NA,NA,44.91,145934460,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.816
