"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"MOZ","Africa","Mozambique","2020-03-22",1,1,NA,NA,NA,NA,0.032,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,22.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-23",1,0,NA,NA,NA,NA,0.032,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-24",3,2,NA,NA,NA,NA,0.096,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-25",5,2,NA,NA,NA,NA,0.16,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-26",7,2,NA,NA,NA,NA,0.224,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-27",7,0,1,NA,NA,0,0.224,0,0.032,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-28",8,1,1.143,NA,NA,0,0.256,0.032,0.037,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,0.007,NA,NA,NA,NA,NA,"units unclear",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-29",8,0,1,NA,NA,0,0.256,0,0.032,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"units unclear",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-30",8,0,1,NA,NA,0,0.256,0,0.032,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,0.007,NA,NA,NA,NA,NA,"units unclear",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
"MOZ","Africa","Mozambique","2020-03-31",8,0,0.714,NA,NA,0,0.256,0,0.023,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,269,0.009,0.001,NA,NA,NA,NA,"units unclear",NA,NA,NA,NA,NA,47.22,31255435,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.437
