"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR"
2020-01-01,"Madagascar","",0,0,0,0,0
2020-01-02,"Madagascar","",0,0,NA,NA,0
2020-01-03,"Madagascar","",0,0,NA,NA,0
2020-01-04,"Madagascar","",0,0,NA,NA,0
2020-01-05,"Madagascar","",0,0,NA,NA,0
2020-01-06,"Madagascar","",0,0,NA,NA,0
2020-01-07,"Madagascar","",0,0,NA,NA,0
2020-01-08,"Madagascar","",0,0,NA,NA,0
2020-01-09,"Madagascar","",0,0,NA,NA,0
2020-01-10,"Madagascar","",0,0,NA,NA,0
2020-01-11,"Madagascar","",0,0,NA,NA,0
2020-01-12,"Madagascar","",0,0,NA,NA,0
2020-01-13,"Madagascar","",0,0,NA,NA,0
2020-01-14,"Madagascar","",0,0,NA,NA,0
2020-01-15,"Madagascar","",0,0,NA,NA,0
2020-01-16,"Madagascar","",0,0,NA,NA,0
2020-01-17,"Madagascar","",0,0,NA,NA,0
2020-01-18,"Madagascar","",0,0,NA,NA,0
2020-01-19,"Madagascar","",0,0,NA,NA,0
2020-01-20,"Madagascar","",0,0,NA,NA,0
2020-01-21,"Madagascar","",0,0,NA,NA,0
2020-01-22,"Madagascar","",0,0,NA,NA,0
2020-01-23,"Madagascar","",0,0,NA,NA,0
2020-01-24,"Madagascar","",0,0,NA,NA,0
2020-01-25,"Madagascar","",0,0,NA,NA,0
2020-01-26,"Madagascar","",0,0,NA,NA,0
2020-01-27,"Madagascar","",0,0,NA,NA,0
2020-01-28,"Madagascar","",0,0,NA,NA,0
2020-01-29,"Madagascar","",0,0,NA,NA,0
2020-01-30,"Madagascar","",0,0,0,0,0
2020-01-31,"Madagascar","",0,0,0,0,0
2020-02-01,"Madagascar","",0,0,0,0,0
2020-02-02,"Madagascar","",0,0,0,0,0
2020-02-03,"Madagascar","",0,0,0,0,0
2020-02-04,"Madagascar","",0,0,0,0,0
2020-02-05,"Madagascar","",0,0,0,0,0
2020-02-06,"Madagascar","",0,0,0,0,0
2020-02-07,"Madagascar","",0,0,0,0,0
2020-02-08,"Madagascar","",0,0,0,0,0
2020-02-09,"Madagascar","",0,0,0,0,0
2020-02-10,"Madagascar","",0,0,0,0,0
2020-02-11,"Madagascar","",0,0,0,0,0
2020-02-12,"Madagascar","",0,0,0,0,0
2020-02-13,"Madagascar","",0,0,0,0,0
2020-02-14,"Madagascar","",0,0,0,0,0
2020-02-15,"Madagascar","",0,0,0,0,0
2020-02-16,"Madagascar","",0,0,0,0,0
2020-02-17,"Madagascar","",0,0,0,0,0
2020-02-18,"Madagascar","",0,0,0,0,0
2020-02-19,"Madagascar","",0,0,0,0,0
2020-02-20,"Madagascar","",0,0,0,0,0
2020-02-21,"Madagascar","",0,0,0,0,0
2020-02-22,"Madagascar","",0,0,0,0,0
2020-02-23,"Madagascar","",0,0,0,0,0
